cle,nbmaisons,nbpers_au_foyer,type_client,catholique,protestant,autre_religion,sans_religion,marie,concubin,autre_relation,celibataire,sans_enfant,avec_enfant,niv_etude_haut,niv_etud_moy,niv_etud_bas,PCStop,PCScadre,PCSagri,PCSinter,PCSouvr_quali,PCSouvr,locataire,proprietaire,auto1,auto2,auto0,assur_sante_public,assur_sante_prive,revenu1,revenu2,revenu3,revenu4,revenu5,revenu_moyen,pouvoir_achat
184,1,2,1,0,6,0,3,9,0,0,0,5,4,0,9,0,0,0,0,5,0,4,5,4,7,2,0,7,2,0,9,0,0,0,3,6
185,1,3,8,1,4,2,3,7,1,1,1,4,4,1,2,7,2,1,1,1,4,2,2,7,4,4,2,7,2,3,3,3,0,1,4,3
186,1,1,6,3,2,1,4,1,0,8,7,1,1,1,4,5,1,1,2,3,0,5,8,1,1,1,8,6,3,5,3,1,1,0,2,1
187,1,4,9,0,2,3,5,6,0,3,2,0,7,0,6,3,0,0,0,7,0,2,4,5,9,0,0,7,2,0,7,0,2,0,4,4
188,1,3,9,1,4,1,5,7,1,2,1,4,4,2,3,4,3,0,2,2,3,1,3,6,7,2,1,5,4,3,2,3,2,0,4,3
189,1,3,10,1,4,1,4,7,1,2,2,4,4,2,4,4,3,1,2,2,2,1,4,5,6,2,1,5,4,3,3,3,2,1,4,4
190,1,3,3,2,4,2,4,7,1,2,2,3,5,3,5,2,3,1,1,4,2,2,6,3,7,1,2,6,3,1,3,5,1,0,4,6
191,1,2,8,0,7,2,0,9,0,0,3,4,3,3,4,3,1,0,0,1,4,4,2,7,7,0,2,7,2,1,3,4,3,0,7,3
192,1,3,8,0,3,4,3,9,0,0,0,1,8,0,4,5,1,0,0,3,5,2,9,0,5,3,2,7,2,0,3,3,4,0,7,3
193,1,2,7,0,2,0,7,9,0,0,0,6,3,0,0,9,0,0,0,2,4,4,9,0,7,2,0,9,0,5,4,0,0,0,3,1
194,1,2,1,1,5,1,3,5,1,4,3,3,4,2,2,6,1,1,1,2,4,2,4,5,6,1,2,7,2,3,5,2,0,0,3,6
195,1,3,8,0,7,0,2,7,0,2,0,4,5,0,0,9,0,0,0,2,7,0,9,0,7,0,2,9,0,3,4,2,2,0,4,3
196,1,3,9,1,6,1,2,5,1,3,0,5,4,0,5,4,0,0,0,0,5,4,0,9,6,1,3,7,2,3,4,3,1,0,4,5
197,1,3,3,0,5,0,4,7,0,2,2,4,3,0,7,2,0,0,0,7,0,2,9,0,9,0,0,9,0,4,5,0,0,0,3,4
198,1,3,9,0,5,1,3,7,1,2,0,3,6,0,3,6,0,0,0,0,6,3,5,4,9,0,0,5,4,0,9,0,0,0,3,5
199,1,2,8,0,5,2,2,6,1,2,2,3,4,3,1,6,2,0,0,3,3,2,2,7,7,0,2,8,1,2,5,2,0,0,3,5
200,1,2,8,2,5,0,3,9,0,0,0,6,3,0,5,4,2,0,0,7,0,0,3,6,7,0,2,6,3,2,4,4,0,0,4,3
201,1,2,5,0,3,1,6,6,2,1,1,4,4,2,2,5,2,0,0,3,2,3,8,1,7,1,2,7,2,2,6,2,0,0,3,2
202,1,2,8,0,9,0,0,5,0,4,4,2,3,0,3,6,0,0,2,0,3,5,0,9,3,2,4,7,2,5,0,4,0,0,2,5
203,1,3,3,1,4,1,4,9,0,0,0,5,4,3,5,2,5,0,0,1,1,3,0,9,7,2,0,2,7,0,2,5,3,1,6,8
204,1,3,9,1,0,1,7,4,1,4,1,1,8,4,4,2,4,1,0,2,2,3,6,3,6,0,3,6,3,3,2,4,1,0,4,5
205,1,4,3,0,7,2,0,9,0,0,0,0,8,2,4,4,2,0,0,2,5,0,4,5,9,0,0,7,2,0,4,5,0,0,5,7
206,1,3,3,1,4,1,5,7,1,1,0,5,4,0,8,1,1,1,0,4,2,3,0,9,6,2,2,8,1,0,8,0,1,0,3,4
207,1,3,5,1,4,1,3,6,1,3,2,4,3,0,6,3,5,0,0,4,0,0,0,9,6,2,2,6,3,2,4,3,0,1,5,2
208,1,2,3,1,4,1,5,5,1,4,3,4,2,0,4,5,1,1,2,4,3,1,2,7,5,1,4,7,2,5,3,2,0,0,3,6
209,1,2,8,0,6,0,3,6,0,3,3,1,6,0,1,8,0,2,1,0,6,0,3,6,5,2,3,8,1,8,1,1,0,0,2,3
210,1,3,3,1,2,0,7,5,2,3,2,4,4,2,5,3,4,0,0,0,1,4,9,0,4,3,3,7,2,2,2,5,1,0,4,4
211,1,2,5,0,6,1,2,1,2,6,3,5,1,2,6,2,1,0,0,4,1,3,9,0,5,1,3,5,4,3,2,5,0,0,4,2
212,1,3,9,0,3,0,6,7,0,2,0,4,5,0,0,9,0,0,0,0,5,4,5,4,5,3,3,9,0,4,5,0,0,0,2,3
213,1,3,8,2,4,0,4,7,2,0,0,5,4,2,4,3,3,0,0,5,1,2,2,7,7,2,0,6,3,2,4,3,1,0,4,4
214,1,2,8,1,5,2,3,5,1,3,0,2,7,0,2,7,0,0,0,5,0,4,9,0,6,1,3,7,2,3,3,4,0,0,4,3
215,1,2,8,0,7,0,2,7,0,2,0,6,4,1,4,5,1,1,0,3,3,3,2,7,7,2,0,2,7,0,6,3,0,0,4,3
216,1,3,10,0,7,0,2,6,0,3,2,2,5,0,5,5,3,0,5,1,0,1,0,9,3,3,3,2,7,2,5,3,0,0,3,3
217,1,2,8,3,6,0,0,5,0,4,4,3,3,0,3,6,0,0,0,5,4,0,0,9,3,3,4,9,0,4,0,3,3,0,4,3
218,1,4,3,5,3,1,1,8,1,1,1,1,8,1,5,3,1,0,0,5,3,1,1,8,9,0,0,5,4,3,2,4,0,0,4,8
219,1,3,3,0,7,1,2,8,0,1,1,4,5,0,5,4,2,0,0,5,2,2,0,9,6,2,2,5,4,0,3,6,0,0,4,6
220,1,3,8,1,4,1,5,7,1,2,1,4,4,2,3,4,3,0,2,2,3,1,3,6,7,2,1,5,4,3,2,3,2,0,4,5
221,1,2,7,0,0,2,7,8,0,1,1,6,3,0,3,6,0,0,0,4,3,2,7,2,7,0,2,7,2,1,8,0,0,0,4,1
222,1,1,5,0,5,2,2,1,4,5,5,4,1,1,6,2,1,0,0,6,1,3,9,0,3,2,4,6,3,3,4,3,0,0,3,2
223,1,3,8,0,6,1,2,6,0,3,2,3,5,1,2,6,1,0,1,4,2,4,2,7,7,0,2,7,2,0,4,5,0,0,4,3
224,1,2,7,1,6,1,3,4,1,5,3,3,4,0,5,4,1,1,1,5,1,3,4,5,4,2,4,7,2,6,3,1,0,0,2,3
225,1,2,5,1,4,1,5,6,1,2,3,4,3,1,4,5,1,0,0,3,1,6,4,6,5,1,4,8,1,4,3,2,1,0,3,2
226,1,2,8,0,4,1,4,6,1,3,1,6,2,2,2,5,1,0,2,3,3,2,3,6,4,0,5,7,2,2,3,1,3,2,6,4
227,1,3,3,0,9,0,0,7,0,2,2,3,5,5,2,3,3,0,0,3,2,1,0,9,9,0,0,3,6,2,0,4,4,0,7,8
228,1,2,3,1,3,1,5,4,2,4,4,2,3,1,3,6,1,0,1,3,3,3,7,2,6,0,3,8,1,5,4,1,0,0,2,6
229,1,2,8,0,5,1,4,6,1,3,2,4,3,1,3,6,2,0,1,4,3,2,4,5,4,0,5,7,2,5,2,2,1,1,3,4
230,1,2,8,1,5,2,2,5,1,3,3,5,1,1,5,3,3,1,0,4,1,2,5,4,7,1,1,5,4,3,3,3,1,0,3,3
231,2,2,1,0,5,1,3,6,1,3,3,4,3,3,3,4,3,1,1,3,2,2,3,6,6,1,3,7,2,3,2,4,1,0,3,6
232,1,3,2,0,7,0,2,9,0,0,0,4,5,2,4,4,4,0,0,3,2,0,4,5,5,4,0,4,5,0,4,5,0,0,5,7
233,1,3,8,2,1,0,6,8,0,1,1,1,7,1,5,4,2,1,0,4,3,0,5,4,6,2,1,2,7,2,3,3,2,1,5,3
234,1,3,7,0,9,0,0,5,0,4,0,0,9,0,0,9,0,0,2,0,3,5,9,0,3,2,4,7,2,9,0,0,0,0,1,1
235,1,3,9,0,6,0,3,5,2,2,2,2,5,0,2,7,0,0,0,2,7,0,2,7,9,0,0,7,2,0,9,0,0,0,3,4
236,1,3,2,1,7,0,1,6,0,3,2,4,4,4,3,2,3,0,0,5,1,1,0,9,6,3,2,5,4,1,4,4,1,0,5,7
237,1,3,7,0,2,3,5,6,3,0,0,4,5,0,0,9,0,0,0,0,0,9,5,4,4,3,3,9,0,0,5,4,0,0,4,1
238,1,2,9,0,6,1,3,6,1,3,3,2,5,0,2,7,0,0,1,2,4,3,6,3,5,1,3,8,1,5,2,3,0,0,3,5
239,1,3,8,0,4,0,5,5,2,3,2,2,6,0,4,5,0,0,0,4,4,1,1,8,6,2,2,8,1,4,1,0,4,0,5,5
240,1,4,2,2,5,1,2,6,1,3,0,2,7,4,4,2,3,1,0,5,2,1,1,8,8,0,1,6,3,1,3,4,3,1,5,7
241,2,3,2,2,4,1,3,6,1,2,2,3,4,3,4,3,3,1,0,4,1,2,3,6,6,2,2,6,3,2,3,4,2,1,5,7
242,1,3,3,0,4,1,5,7,1,2,2,4,4,4,3,3,3,1,0,4,1,2,6,3,6,2,2,3,6,2,3,3,2,0,5,8
243,1,3,10,0,3,0,6,9,0,0,0,4,5,0,0,9,0,0,6,0,3,0,0,9,7,2,0,7,2,6,3,0,0,0,2,3
244,1,2,8,2,5,1,2,8,0,1,2,5,3,1,5,4,2,0,0,3,3,3,8,1,8,1,1,4,5,2,5,2,0,0,3,5
245,2,5,9,1,5,0,3,7,1,2,0,0,9,0,4,5,0,0,0,6,3,0,2,7,6,2,2,6,3,0,4,5,0,0,4,5
246,1,2,9,2,5,0,2,7,2,0,0,6,3,5,3,2,2,2,0,3,4,0,0,9,7,0,2,4,5,0,0,7,2,0,6,4
247,1,4,1,1,5,1,3,6,1,2,0,2,7,8,1,1,6,0,0,2,2,1,0,9,7,2,1,5,4,0,1,4,5,1,7,8
248,1,3,8,0,7,0,2,7,0,2,0,4,5,0,0,9,0,0,0,2,7,0,9,0,7,0,2,9,0,3,4,2,2,0,4,3
249,1,2,8,0,7,0,2,7,2,0,0,5,4,0,3,6,2,0,0,2,5,2,0,9,4,4,2,6,3,2,5,3,0,0,3,3
250,1,4,9,1,4,1,4,7,1,2,0,2,7,2,0,7,5,0,0,2,0,3,6,3,6,2,1,5,4,7,2,0,0,0,2,3
251,1,3,9,0,5,1,3,7,1,2,3,2,5,1,3,6,2,1,1,2,3,3,5,4,5,2,2,7,2,4,4,1,1,1,3,5
252,1,3,1,0,2,2,5,9,0,0,0,4,5,2,6,2,2,5,0,2,0,0,9,0,5,4,0,2,7,0,0,7,2,0,6,6
253,1,2,4,0,3,0,6,2,3,4,2,6,1,6,1,3,1,0,0,3,2,4,7,2,7,0,2,4,5,4,5,1,1,0,2,1
254,1,3,9,2,2,2,4,7,0,2,1,1,8,3,2,5,1,0,0,5,1,3,4,5,7,2,0,7,2,4,4,2,1,0,4,4
255,1,2,8,1,5,2,1,6,0,3,3,4,3,0,3,6,1,0,0,4,2,4,4,5,7,2,1,9,0,1,7,2,0,0,4,3
256,1,3,9,0,9,0,0,9,0,0,0,3,6,0,3,6,4,0,0,0,3,3,0,9,6,2,2,6,3,3,4,2,0,0,3,5
257,1,1,5,0,5,1,4,2,1,7,6,2,1,1,7,1,1,0,0,4,1,4,8,1,3,1,6,8,1,6,3,1,0,0,2,3
258,1,2,7,0,5,1,3,6,0,3,3,3,3,0,1,8,0,0,0,4,0,5,9,0,7,0,2,9,0,6,2,1,0,0,2,1
259,1,2,8,9,0,0,0,5,1,3,3,5,2,2,4,3,2,0,1,2,0,4,2,7,4,0,5,7,2,4,2,3,1,2,5,5
260,1,3,8,1,4,2,3,7,1,2,2,3,4,1,3,5,1,1,1,2,3,3,4,5,6,2,2,7,2,1,4,4,1,0,4,3
261,1,2,3,0,0,0,9,5,2,2,2,5,2,2,4,4,3,0,3,0,0,3,2,7,7,2,0,6,3,5,0,0,4,0,5,6
262,1,3,3,0,4,2,4,9,0,0,0,5,4,3,5,2,7,0,0,2,0,0,0,9,5,4,0,0,9,0,3,6,0,0,5,8
263,1,1,1,5,3,0,2,6,0,3,8,1,0,8,1,1,4,0,0,4,0,1,8,1,5,2,2,3,6,1,1,4,4,1,6,5
264,1,2,1,0,5,2,2,7,0,2,2,5,3,0,0,9,0,0,0,2,7,0,5,4,9,0,0,9,0,5,4,0,0,0,3,6
265,1,2,5,1,5,0,3,4,0,5,5,3,2,1,4,5,1,0,0,4,4,2,7,2,4,2,3,6,3,5,1,1,3,1,4,3
266,1,3,3,0,4,2,4,8,1,1,1,2,7,0,2,7,1,0,0,2,4,4,6,3,7,2,1,9,0,1,3,5,0,0,4,4
267,1,3,1,1,3,1,5,5,2,3,2,3,4,1,3,5,2,0,0,3,3,3,5,4,6,1,3,7,2,3,3,3,1,0,4,3
268,3,2,6,0,3,0,6,5,0,4,4,4,2,0,0,9,0,0,0,0,7,2,7,2,5,0,4,9,0,6,2,2,1,0,3,1
269,2,3,3,2,4,1,3,6,1,2,2,3,4,3,4,3,3,1,0,4,1,2,3,6,6,2,2,6,3,2,3,4,2,1,5,8
270,1,3,3,0,4,0,5,9,0,0,0,1,8,1,2,7,1,0,0,2,4,2,6,3,8,1,1,7,2,2,4,4,1,0,4,4
271,1,2,8,1,6,0,2,7,0,2,0,5,4,0,0,9,5,0,0,0,0,4,9,0,6,0,3,7,2,0,4,5,0,0,4,3
272,1,4,8,0,4,0,5,8,0,1,1,0,8,3,4,2,0,0,0,3,5,1,2,7,7,1,1,6,3,2,4,4,0,0,3,3
273,1,2,9,1,3,1,6,7,1,2,5,3,1,2,4,4,3,0,0,4,3,0,2,7,5,1,3,7,2,2,5,2,2,0,4,3
274,1,2,6,0,5,1,3,7,1,2,3,5,1,0,5,4,0,0,0,2,2,6,1,8,9,0,0,5,4,3,3,2,2,0,4,1
275,1,2,1,1,6,1,3,5,0,4,0,5,4,0,4,5,5,0,0,4,0,0,4,5,5,2,4,4,5,2,3,3,2,1,5,8
276,1,2,8,0,9,0,0,5,0,4,4,3,3,0,3,6,0,0,2,0,3,5,0,9,3,2,4,7,2,6,3,0,0,0,2,3
277,1,2,5,2,4,2,3,2,2,5,4,3,2,2,2,5,2,1,0,4,0,4,9,0,2,0,7,7,2,6,2,1,0,0,3,4
278,1,2,5,3,1,1,5,3,2,5,5,4,2,0,8,1,1,0,0,5,2,2,2,7,5,2,2,8,1,4,5,1,0,0,2,2
279,1,1,5,0,5,2,2,1,4,5,5,4,1,1,6,2,1,0,0,6,1,3,9,0,3,2,4,6,3,3,4,3,0,0,3,2
280,1,2,3,1,4,1,4,6,2,3,3,4,3,1,4,5,1,1,0,3,2,4,5,4,6,1,3,7,2,3,4,3,1,0,3,4
281,1,2,7,1,4,2,4,6,1,3,0,5,4,0,2,7,0,0,0,0,0,9,5,4,5,1,3,7,2,0,7,0,2,0,4,2
282,1,2,2,0,7,0,2,9,0,0,2,5,3,0,4,5,0,0,0,4,1,5,9,0,7,0,2,5,4,4,4,2,0,0,3,7
283,1,1,1,1,5,2,2,5,1,4,4,4,1,1,7,2,2,1,0,6,1,1,4,5,7,1,2,5,4,4,3,3,1,0,3,6
284,1,1,8,1,5,2,2,4,0,5,6,3,1,3,2,5,4,0,1,2,2,2,5,4,4,2,4,4,5,3,3,3,0,0,3,3
285,1,3,10,0,9,0,0,9,0,0,0,4,5,2,3,4,0,2,0,3,2,2,3,6,6,3,0,5,4,0,0,9,0,0,5,4
286,1,3,10,0,6,0,3,7,0,2,4,1,5,3,2,4,1,2,4,1,1,2,1,8,6,3,0,5,4,4,4,1,2,0,4,4
287,1,3,3,1,5,2,3,8,1,1,1,4,4,1,6,3,2,0,0,3,5,1,1,8,8,0,1,7,2,2,5,3,0,0,4,6
288,1,1,1,1,5,0,3,5,0,4,7,2,1,2,4,4,6,0,0,2,2,0,1,8,5,0,4,2,7,4,2,4,0,0,3,6
289,1,2,8,0,5,2,2,6,1,2,1,4,5,4,1,5,2,0,0,3,3,2,3,6,7,0,2,8,1,2,5,2,0,0,3,3
290,1,3,3,0,1,3,5,7,0,2,2,2,6,0,3,6,2,1,0,1,5,1,9,0,5,2,3,7,2,3,4,2,0,0,3,4
291,2,3,8,0,7,0,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,2,7,5,4,0,9,0,0,5,4,0,0,4,6
292,1,2,10,1,4,1,4,7,1,2,3,5,2,0,5,4,2,0,0,3,0,4,2,7,6,2,1,5,4,3,2,0,4,0,6,4
293,1,3,5,3,4,0,3,4,3,3,0,4,5,0,4,5,3,0,0,2,5,1,9,0,5,0,4,9,0,6,1,3,0,0,3,2
294,1,2,1,0,4,0,5,6,0,3,2,5,3,3,4,3,3,0,2,3,2,0,6,3,4,3,3,4,5,3,2,3,3,0,5,6
295,1,4,1,1,4,1,4,7,1,2,2,4,4,5,4,0,0,5,4,0,0,0,4,5,6,2,1,5,4,0,0,9,0,0,6,6
296,1,2,5,2,4,1,3,3,2,5,5,3,2,2,6,2,1,0,0,3,2,4,8,1,5,0,4,8,1,6,2,1,0,1,3,3
297,1,2,7,1,4,2,4,6,1,3,0,5,4,0,2,7,0,0,0,0,0,9,5,4,5,1,3,7,2,0,7,0,2,0,4,2
298,1,3,2,1,5,1,3,7,1,2,0,2,7,5,3,2,3,1,0,4,2,1,1,8,7,0,2,5,4,1,2,4,3,1,6,7
299,1,1,7,0,5,1,4,3,0,6,5,4,1,0,2,7,0,0,0,3,1,5,9,0,3,0,6,7,2,7,2,0,0,0,2,1
300,1,3,3,1,4,1,5,7,1,1,0,5,4,0,8,1,1,1,0,4,2,3,0,9,6,2,2,8,1,0,8,0,1,0,3,4
301,1,4,8,0,6,0,3,9,0,0,0,3,6,0,0,9,0,0,3,0,6,0,9,0,7,2,0,9,0,3,5,2,0,0,3,3
302,2,3,2,2,4,1,3,6,1,2,2,3,4,3,4,3,3,1,0,4,1,2,3,6,6,2,2,6,3,2,3,4,2,1,5,7
303,1,3,9,1,4,1,5,6,2,2,2,3,5,1,3,6,1,0,0,3,3,2,8,1,6,1,2,8,1,3,5,2,1,1,3,5
304,1,3,8,0,5,1,4,7,2,1,0,5,4,2,3,4,4,0,0,1,4,2,3,6,5,4,1,6,4,1,5,2,0,2,6,3
305,1,3,8,1,5,1,3,7,1,2,2,3,5,2,4,4,3,1,2,2,2,1,3,6,6,2,1,5,4,3,2,3,2,1,4,3
306,1,2,8,0,3,0,6,3,2,4,3,2,5,3,4,4,0,2,0,4,2,3,7,2,5,2,2,5,4,2,4,4,0,0,4,3
307,1,3,8,0,9,0,0,5,0,4,2,3,4,0,3,6,0,0,2,0,3,5,4,5,3,2,4,7,2,6,2,2,0,0,2,3
308,1,4,8,1,4,2,3,7,1,2,0,0,9,0,0,9,0,0,0,0,5,4,9,0,6,2,2,7,2,0,4,5,0,0,4,5
309,1,2,1,0,2,0,7,6,0,3,5,3,2,3,4,2,7,0,0,0,2,0,0,9,9,0,0,2,7,2,2,5,0,0,4,8
310,1,3,3,3,2,1,4,5,2,3,2,0,7,1,3,5,2,0,0,3,2,3,7,2,4,2,3,5,4,2,2,4,1,0,5,8
311,1,2,8,0,7,2,0,5,2,2,2,6,2,0,3,6,5,0,0,1,0,4,4,5,4,4,2,3,6,3,6,0,0,0,2,3
312,1,2,4,1,3,0,6,1,2,6,6,2,1,7,1,2,0,0,0,3,4,3,6,3,4,1,5,4,5,8,0,1,0,0,1,1
313,2,3,9,1,5,0,3,7,1,2,1,2,6,1,4,5,2,1,0,3,2,3,3,6,6,2,2,6,3,2,4,3,1,1,4,5
314,1,3,3,0,6,0,3,6,0,3,2,4,4,4,3,2,7,0,0,0,2,0,0,9,9,0,0,4,5,0,5,4,0,0,4,6
315,1,2,1,0,4,2,4,5,1,3,2,5,3,2,3,4,3,1,0,2,3,3,3,6,7,1,2,5,4,3,3,3,1,0,4,6
316,1,4,3,2,4,0,3,7,0,2,1,3,6,5,4,1,6,0,0,3,0,1,4,5,7,1,2,5,4,2,2,6,0,0,4,6
317,1,4,8,0,6,2,1,6,1,2,0,1,8,1,1,8,1,0,0,2,2,5,8,1,6,1,2,8,1,4,4,2,0,1,3,3
318,1,3,1,2,3,0,5,7,2,0,0,4,5,1,6,2,3,0,0,4,1,3,8,1,9,0,0,6,3,2,2,4,1,0,4,8
319,1,2,8,1,5,1,3,5,1,4,3,3,4,2,2,6,1,1,1,2,4,2,4,5,6,1,2,7,2,3,5,2,0,0,3,5
320,1,3,2,2,5,0,3,9,0,0,0,3,6,2,5,3,2,0,0,4,2,2,3,6,7,2,0,6,3,2,0,7,0,0,5,7
321,1,2,10,0,9,0,0,5,0,4,4,3,3,0,3,6,0,0,2,0,3,5,0,9,3,2,4,7,2,6,3,0,0,0,2,4
322,1,3,8,2,6,1,2,6,2,2,0,3,6,3,5,2,2,0,0,2,2,4,0,9,5,2,3,6,3,2,3,2,4,0,6,3
323,1,3,8,0,6,1,2,6,0,3,2,3,5,1,2,6,1,0,1,4,2,4,2,7,7,0,2,7,2,0,4,5,0,0,4,3
324,1,3,3,1,5,1,3,8,1,1,1,3,6,4,4,2,4,1,0,3,1,1,1,8,7,1,1,4,5,1,3,4,2,1,5,8
325,1,2,8,0,5,0,5,9,0,0,0,9,0,0,0,9,5,0,0,0,5,0,5,5,9,0,0,9,0,5,5,0,0,0,2,3
326,1,3,8,0,5,1,3,7,1,2,2,3,4,2,3,4,3,1,1,2,2,3,2,7,7,2,1,5,4,2,4,3,1,1,4,5
327,2,4,2,1,4,1,4,7,1,2,0,3,6,4,3,3,0,0,0,9,0,0,0,9,6,2,1,5,4,0,3,2,2,2,8,7
328,2,2,7,0,3,3,4,5,1,4,2,5,2,1,4,5,2,1,0,1,5,2,3,6,7,1,2,7,2,5,3,1,1,0,3,1
329,1,3,9,0,8,0,1,8,0,1,2,2,5,2,4,4,2,0,0,3,4,1,8,1,8,1,0,6,3,3,3,4,0,0,3,5
330,1,2,5,0,6,1,2,1,2,6,3,5,1,2,6,2,1,0,0,4,1,3,9,0,5,1,3,5,4,3,2,5,0,0,4,2
331,1,3,8,0,4,0,5,9,0,0,0,3,6,1,2,7,1,0,0,3,4,2,5,4,6,1,2,7,2,2,4,3,1,0,4,3
332,1,2,7,2,5,1,2,4,4,2,1,6,3,1,6,3,1,0,0,6,2,2,5,4,7,0,2,7,2,4,4,2,0,0,3,3
333,1,3,10,1,5,1,3,6,1,3,0,4,5,0,3,6,1,0,3,3,0,4,3,6,6,1,2,6,3,0,0,9,0,0,5,4
334,1,4,8,0,5,3,1,7,2,0,0,2,7,1,5,4,2,0,0,5,2,1,3,6,4,3,2,6,3,1,0,8,0,0,5,4
335,1,2,4,2,1,0,6,1,3,6,6,2,2,7,2,0,4,0,0,5,0,0,9,0,3,1,5,3,6,5,3,2,0,0,2,1
336,1,4,3,0,4,0,5,9,0,0,0,2,7,0,5,4,2,0,0,2,3,3,1,8,5,2,2,8,1,2,1,4,2,0,5,8
337,1,4,9,0,2,3,5,6,0,3,2,0,7,0,6,3,0,0,0,7,0,2,4,5,9,0,0,7,2,0,7,0,2,0,4,4
338,1,3,8,0,4,1,5,6,2,2,2,4,4,1,3,6,1,1,1,3,3,2,5,4,6,2,2,8,1,4,4,2,1,1,3,3
339,1,3,10,0,7,1,2,8,1,1,1,5,3,0,3,6,2,0,2,3,2,3,3,6,6,2,2,6,3,2,7,1,1,0,3,4
340,2,3,2,2,4,1,3,6,1,2,2,3,4,3,4,3,3,1,0,4,1,2,3,6,6,2,2,6,3,2,3,4,2,1,5,8
341,1,3,3,0,5,0,4,7,2,0,0,4,5,4,4,2,1,0,0,6,1,2,7,2,9,0,0,5,4,2,3,4,2,0,5,8
342,1,3,7,0,4,1,5,5,1,4,3,2,4,0,1,8,1,0,0,1,0,8,8,1,6,1,3,7,2,7,2,0,0,0,2,1
343,2,3,8,0,5,0,4,7,0,2,2,2,6,0,2,7,0,2,2,0,6,0,2,7,4,4,2,8,1,5,2,3,0,0,3,3
344,1,3,5,1,3,2,4,6,1,2,2,3,5,0,4,5,2,0,0,0,5,3,4,5,5,1,3,7,2,2,5,3,0,0,3,2
345,1,3,8,0,6,1,3,8,1,1,1,3,6,0,3,6,0,0,2,3,4,1,2,7,7,1,2,6,3,2,2,6,0,0,4,4
346,1,2,10,0,9,0,0,5,0,4,4,3,3,0,3,6,0,0,2,0,3,5,0,9,3,2,4,7,2,6,3,0,0,0,2,4
347,1,3,8,0,7,0,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,2,7,5,4,0,9,0,0,5,4,0,0,4,6
348,1,3,1,2,5,3,0,9,0,0,2,5,4,4,3,2,6,0,0,3,1,0,0,9,5,4,0,0,9,0,0,8,1,0,5,8
349,1,4,8,1,4,2,3,7,1,2,0,0,9,0,0,9,0,0,0,0,5,4,9,0,6,2,2,7,2,0,4,5,0,0,4,5
350,2,3,3,0,6,0,3,7,2,0,3,3,4,3,3,4,1,0,0,5,4,1,0,9,9,0,0,5,4,3,4,3,0,0,3,7
351,1,3,10,3,2,1,5,7,0,2,2,4,4,2,4,3,2,1,1,2,2,3,5,4,7,2,0,4,5,3,2,3,2,1,5,5
352,1,3,8,0,8,0,1,9,0,0,0,4,5,0,4,5,3,1,2,2,2,1,3,6,6,2,1,5,4,0,0,7,2,0,6,3
353,1,4,2,4,0,5,0,5,4,0,0,2,7,3,4,3,3,0,0,5,0,2,3,6,9,0,0,0,9,0,3,6,0,0,4,8
354,1,2,9,0,4,1,5,3,1,6,3,2,4,0,1,8,1,0,0,1,0,7,8,1,4,2,4,7,2,7,2,0,0,0,2,5
355,1,1,5,1,4,1,4,2,2,5,5,3,1,1,4,4,2,0,0,2,2,4,7,2,6,0,3,7,2,4,3,2,1,0,3,3
356,1,3,3,3,4,3,1,7,1,1,1,4,5,1,6,2,1,0,0,6,1,2,4,5,4,2,3,7,2,2,2,5,1,0,4,4
357,2,4,2,0,5,0,5,9,0,0,0,0,9,0,5,5,0,0,0,9,0,0,0,9,6,3,0,2,7,0,9,0,0,0,3,7
358,1,2,8,1,4,1,4,7,1,2,4,4,2,0,3,6,0,0,0,9,0,0,7,2,6,2,1,5,4,5,3,1,0,0,3,6
359,1,3,2,1,5,2,2,7,1,2,1,5,4,1,1,7,2,1,1,1,5,2,2,7,4,3,2,7,2,3,3,3,0,1,4,7
360,2,2,8,0,3,2,5,5,2,3,3,5,3,0,3,6,1,0,5,1,3,2,5,4,4,5,1,7,2,2,5,1,2,0,4,6
361,2,3,8,0,7,0,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,2,7,5,4,0,9,0,0,5,4,0,0,4,3
362,2,2,1,0,5,1,3,6,1,3,3,4,3,3,3,4,3,1,1,3,2,2,3,6,6,1,3,7,2,3,2,4,1,0,3,6
363,1,3,10,0,9,0,0,9,0,0,0,4,5,2,3,4,0,2,0,3,2,2,3,6,6,3,0,5,4,0,0,9,0,0,5,4
364,1,2,9,1,5,1,3,5,1,4,3,3,4,2,2,6,1,1,1,2,4,2,4,5,6,1,2,7,2,3,5,2,0,0,3,4
365,1,3,8,0,4,0,5,9,0,0,0,5,4,3,4,3,2,0,0,5,2,1,2,7,5,4,0,5,4,0,2,3,2,3,8,6
366,1,1,7,0,3,1,5,5,2,3,9,0,0,0,3,6,5,0,0,0,0,5,5,4,6,1,2,8,1,6,3,0,0,0,2,1
367,1,2,7,0,9,0,0,9,0,0,0,5,4,0,4,5,0,0,0,2,5,2,4,5,5,0,4,9,0,7,2,0,1,0,2,1
368,1,3,3,0,3,3,3,5,2,2,2,2,5,2,6,2,3,0,0,6,0,2,0,9,9,0,0,4,5,2,3,5,0,0,4,7
369,1,3,3,1,4,1,5,7,1,1,0,5,4,0,8,1,1,1,0,4,2,3,0,9,6,2,2,8,1,0,8,0,1,0,3,4
